Set,No,Pool,Sub-Pool,#s,Count,Name,Reprint,Sub-Pool: Resource,Sub-Pool: Cost,Sub-Pool: Card Type,Duplicate Calc,Summary,
A:TRoRS,38,Hero,Spider-Woman,11-12,2,Inconspicuous,,Hero: Spider-WomanEnergy,Hero: Spider-Woman1,Hero: Spider-WomanEvent,A:TRoRS,A:TRoRSHero,A:TRoRS2
A:TRoRS,39,Hero,Spider-Woman,13-15,3,Self-propelled Glide,,Hero: Spider-WomanMental,Hero: Spider-Woman1,Hero: Spider-WomanEvent,A:TRoRS,A:TRoRSHero,A:TRoRS3
A:TRoRS,40,Aspect,Aggression,-,1,Spider-Girl / Anya Corazon,,Aspect: AggressionEnergy,Aspect: Aggression2,Aspect: AggressionAlly,A:TRoRS,A:TRoRSAspect: Aggression,A:TRoRS1
A:TRoRS,41,Aspect,Aggression,-,2,Combat Training,.C,Aspect: AggressionPhysical,Aspect: Aggression2,Aspect: AggressionUpgrade,A:TRoRS.C,A:TRoRSAspect: Aggression,A:TRoRS2
A:TRoRS,42,Aspect,Aggression,-,2,Tac Team,.C,Aspect: AggressionEnergy,Aspect: Aggression3,Aspect: AggressionSupport,A:TRoRS.C,A:TRoRSAspect: Aggression,A:TRoRS2
A:TRoRS,43,Aspect,Aggression,-,3,Press the Advantage,,Aspect: AggressionMental,Aspect: Aggression1,Aspect: AggressionEvent,A:TRoRS,A:TRoRSAspect: Aggression,A:TRoRS3
A:TRoRS,44,Aspect,Aggression,-,3,Piercing Strike,,Aspect: AggressionMental,Aspect: Aggression2,Aspect: AggressionEvent,A:TRoRS,A:TRoRSAspect: Aggression,A:TRoRS3
A:TRoRS,45,Aspect,Justice,-,1,Spider-Man / Peter Parker (J),,Aspect: JusticeMental,Aspect: Justice5,Aspect: JusticeAlly,A:TRoRS,A:TRoRSAspect: Justice,A:TRoRS1
A:TRoRS,46,Aspect,Justice,-,2,Heroic Intuition,.C,Aspect: JusticeEnergy,Aspect: Justice2,Aspect: JusticeUpgrade,A:TRoRS.C,A:TRoRSAspect: Justice,A:TRoRS2
A:TRoRS,47,Aspect,Justice,-,3,Skilled Investigator,,Aspect: JusticePhysical,Aspect: Justice0,Aspect: JusticeUpgrade,A:TRoRS,A:TRoRSAspect: Justice,A:TRoRS3
A:TRoRS,48,Aspect,Justice,-,2,Interrogation Room,.C,Aspect: JusticeEnergy,Aspect: Justice1,Aspect: JusticeSupport,A:TRoRS.C,A:TRoRSAspect: Justice,A:TRoRS2
A:TRoRS,49,Aspect,Justice,-,3,Clear the Area,,Aspect: JusticeMental,Aspect: Justice1,Aspect: JusticeEvent,A:TRoRS,A:TRoRSAspect: Justice,A:TRoRS3
A:TRoRS,50,Basic,,-,1,Energy,.R,Basic: Energy,Basic: -,Basic: Resource,A:TRoRS.R,A:TRoRSBasic,A:TRoRS1
A:TRoRS,51,Basic,,-,1,Genius,.R,Basic: Mental,Basic: -,Basic: Resource,A:TRoRS.R,A:TRoRSBasic,A:TRoRS1
A:TRoRS,52,Basic,,-,1,Strength,.R,Basic: Physical,Basic: -,Basic: Resource,A:TRoRS.R,A:TRoRSBasic,A:TRoRS1
A:TRoRS,53,Obligation,Spider-Woman,-,1,Uncertain Loyalties,,Obligation: Spider-Woman2,Obligation: Spider-Woman-,Obligation: Spider-WomanObligation,A:TRoRS,A:TRoRSObligation,A:TRoRS1
A:TRoRS,54,Nemesis,Spider-Woman,1,1,The Viper,,Nemesis: Spider-Woman3,Nemesis: Spider-Woman-,Nemesis: Spider-WomanMinion (S),A:TRoRS,A:TRoRSNemesis,A:TRoRS1
A:TRoRS,55,Nemesis,Spider-Woman,2,1,The Viper's Ambition,,Nemesis: Spider-Woman2,Nemesis: Spider-Woman2+1P,Nemesis: Spider-WomanSide-Scheme (S),A:TRoRS,A:TRoRSNemesis,A:TRoRS1
A:TRoRS,56,Nemesis,Spider-Woman,3-4,2,Hydra Regular,,Nemesis: Spider-Woman2,Nemesis: Spider-Woman-,Nemesis: Spider-WomanMinion,A:TRoRS,A:TRoRSNemesis,A:TRoRS2
A:TRoRS,57,Nemesis,Spider-Woman,5,1,Hail Hydra!,.Sc,Nemesis: Spider-Woman2,Nemesis: Spider-Woman-,Nemesis: Spider-WomanTreachery,A:TRoRS.Sc,A:TRoRSNemesis,A:TRoRS1
A:TRoRS,58,Scenario,Crossbones,1,1,Crossbones I,,Scenario: Crossbones-,Scenario: Crossbones-,Scenario: Crossbones  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,59,Scenario,Crossbones,2,1,Crossbones II,,Scenario: Crossbones-,Scenario: Crossbones-,Scenario: Crossbones  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,60,Scenario,Crossbones,3,1,Crossbones III,,Scenario: Crossbones-,Scenario: Crossbones-,Scenario: Crossbones  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,61,Scenario,Crossbones,4,1,Attack on Mount Athena (1),,Scenario: Crossbones-,Scenario: Crossbones0,Scenario: Crossbones Main Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,62,Scenario,Crossbones,5,1,The Infinity Stone (2),,Scenario: Crossbones-,Scenario: Crossbones1P,Scenario: Crossbones Main Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,63,Scenario,Crossbones,6,1,The Getaway (3),,Scenario: Crossbones-,Scenario: Crossbones1P,Scenario: Crossbones Main Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,64,Scenario,Crossbones,7,1,Crossbones' Machine Gun,,Scenario: Crossbones3,Scenario: Crossbones-,Scenario: CrossbonesAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,65,Scenario,Crossbones,8,1,Crossbones' Armor,,Scenario: Crossbones3,Scenario: Crossbones-,Scenario: CrossbonesAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,66,Scenario,Crossbones,9-10,2,Hydra Bomber,.Sc,Scenario: Crossbones1,Scenario: Crossbones-,Scenario: CrossbonesMinion,A:TRoRS.Sc,A:TRoRSScenario,A:TRoRS2
A:TRoRS,67,Scenario,Crossbones,11-12,2,Full Auto,,Scenario: Crossbones2,Scenario: Crossbones-,Scenario: CrossbonesTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,68,Scenario,Crossbones,13-14,2,Hard as Nails,,Scenario: Crossbones☆,Scenario: Crossbones-,Scenario: CrossbonesTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,69,Scenario,Crossbones,15-16,2,Raid the Armory,,Scenario: Crossbones1,Scenario: Crossbones-,Scenario: CrossbonesTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,70,Scenario,Crossbones,17-18,1,Crossbones' Assault,,Scenario: Crossbones2,Scenario: Crossbones2P,Scenario: CrossbonesSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,71,Scenario,Crossbones,19,1,Cornered Staff,,Scenario: Crossbones2,Scenario: Crossbones3,Scenario: CrossbonesSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,72,Module,Experimental Weapons,1,1,Laser Rifle,,Module: Experimental Weapons2,Module: Experimental Weapons-,Module: Experimental WeaponsAttachment,A:TRoRS,A:TRoRSModule,A:TRoRS1
A:TRoRS,73,Module,Experimental Weapons,2,1,Energy Shield,,Module: Experimental Weapons2,Module: Experimental Weapons-,Module: Experimental WeaponsAttachment,A:TRoRS,A:TRoRSModule,A:TRoRS1
A:TRoRS,74,Module,Experimental Weapons,3,1,Power Gauntlets,,Module: Experimental Weapons2,Module: Experimental Weapons-,Module: Experimental WeaponsAttachment,A:TRoRS,A:TRoRSModule,A:TRoRS1
A:TRoRS,75,Module,Experimental Weapons,4,1,Exo-Suit,,Module: Experimental Weapons2,Module: Experimental Weapons-,Module: Experimental WeaponsAttachment,A:TRoRS,A:TRoRSModule,A:TRoRS1
A:TRoRS,76,Scenario,Absorbing Man,1,1,Absorbing Man I,,Scenario: Absorbing Man-,Scenario: Absorbing Man-,Scenario: Absorbing Man  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,77,Scenario,Absorbing Man,2,1,Absorbing Man II,,Scenario: Absorbing Man-,Scenario: Absorbing Man-,Scenario: Absorbing Man  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,78,Scenario,Absorbing Man,3,1,Absorbing Man III,,Scenario: Absorbing Man-,Scenario: Absorbing Man-,Scenario: Absorbing Man  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,79,Scenario,Absorbing Man,4,1,None Shall Pass (1),,Scenario: Absorbing Man-,Scenario: Absorbing Man2P,Scenario: Absorbing Man Main Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,80,Scenario,Absorbing Man,5,1,Dense Forest,,Scenario: Absorbing Man☆,Scenario: Absorbing Man-,Scenario: Absorbing ManEnvironment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,81,Scenario,Absorbing Man,6,1,Snowy Hillside,,Scenario: Absorbing Man☆,Scenario: Absorbing Man-,Scenario: Absorbing ManEnvironment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,82,Scenario,Absorbing Man,7,1,Rocky Outcrop,,Scenario: Absorbing Man☆,Scenario: Absorbing Man-,Scenario: Absorbing ManEnvironment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,83,Scenario,Absorbing Man,8,1,Abandoned Facility,,Scenario: Absorbing Man☆,Scenario: Absorbing Man-,Scenario: Absorbing ManEnvironment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,84,Scenario,Absorbing Man,9,1,Ball and Chain (AM),,Scenario: Absorbing Man☆,Scenario: Absorbing Man-,Scenario: Absorbing ManAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,85,Scenario,Absorbing Man,10-11,2,Stall Tactics,,Scenario: Absorbing Man☆,Scenario: Absorbing Man-,Scenario: Absorbing ManTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,86,Scenario,Absorbing Man,12-13,2,Swinging Stone,,Scenario: Absorbing Man1,Scenario: Absorbing Man-,Scenario: Absorbing ManTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,87,Scenario,Absorbing Man,14-15,2,Steel Kick,,Scenario: Absorbing Man2,Scenario: Absorbing Man-,Scenario: Absorbing ManTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,88,Scenario,Absorbing Man,16-17,2,Piercing Thorns,,Scenario: Absorbing Man1☆,Scenario: Absorbing Man-,Scenario: Absorbing ManTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,89,Scenario,Absorbing Man,18-20,3,Omni-Morph Duplication,,Scenario: Absorbing Man1,Scenario: Absorbing Man-,Scenario: Absorbing ManTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS3
A:TRoRS,90,Scenario,Absorbing Man,21-22,2,Icy Grip,,Scenario: Absorbing Man2☆,Scenario: Absorbing Man-,Scenario: Absorbing ManTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,91,Scenario,Absorbing Man,23-24,2,Avalanche (S),,Scenario: Absorbing Man3,Scenario: Absorbing Man2P,Scenario: Absorbing ManSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,92,Scenario,Absorbing Man,25,1,Super Absorbing Power,,Scenario: Absorbing Man☆,Scenario: Absorbing Man3P,Scenario: Absorbing ManSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,93,Scenario,Taskmaster,1,1,Taskmaster I,,Scenario: Taskmaster-,Scenario: Taskmaster-,Scenario: Taskmaster  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,94,Scenario,Taskmaster,2,1,Taskmaster II,,Scenario: Taskmaster-,Scenario: Taskmaster-,Scenario: Taskmaster  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,95,Scenario,Taskmaster,3,1,Taskmaster III,,Scenario: Taskmaster-,Scenario: Taskmaster-,Scenario: Taskmaster  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,96,Scenario,Taskmaster,4,1,Hunting Down Heroes (1),,Scenario: Taskmaster-,Scenario: Taskmaster1P,Scenario: Taskmaster Main Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,97,Scenario,Taskmaster,5,1,Moon Knight / Marc Spector,,Scenario: TaskmasterWild,Scenario: Taskmaster0,Scenario: TaskmasterAlly,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,98,Scenario,Taskmaster,6,1,Shang-Chi,,Scenario: TaskmasterWild,Scenario: Taskmaster0,Scenario: TaskmasterAlly,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,99,Scenario,Taskmaster,7,1,White Tiger / Angela del Toro,,Scenario: TaskmasterWild,Scenario: Taskmaster0,Scenario: TaskmasterAlly,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,100,Scenario,Taskmaster,8,1,Elektra,,Scenario: TaskmasterWild,Scenario: Taskmaster0,Scenario: TaskmasterAlly,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,101,Scenario,Taskmaster,9-10,2,Hydra Hunter,,Scenario: Taskmaster☆,Scenario: Taskmaster-,Scenario: TaskmasterMinion,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,102,Scenario,Taskmaster,11,1,Taskmaster's Sword,,Scenario: Taskmaster3,Scenario: Taskmaster-,Scenario: TaskmasterAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,103,Scenario,Taskmaster,12,1,Taskmaster's Shield,,Scenario: Taskmaster3,Scenario: Taskmaster-,Scenario: TaskmasterAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,104,Scenario,Taskmaster,13-14,2,Photographic Reflexes,,Scenario: Taskmaster2,Scenario: Taskmaster-,Scenario: TaskmasterAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,105,Scenario,Taskmaster,15-16,2,Mimicry,,Scenario: Taskmaster1,Scenario: Taskmaster-,Scenario: TaskmasterTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,106,Scenario,Taskmaster,17-18,2,Hunted by Hydra,,Scenario: Taskmaster1,Scenario: Taskmaster-,Scenario: TaskmasterTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,107,Scenario,Taskmaster,19-22,4,Captured by Hydra,,Scenario: Taskmaster2,Scenario: Taskmaster5,Scenario: TaskmasterSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS4
A:TRoRS,108,Scenario,Taskmaster,23,1,Taskmaster's Training Camp,,Scenario: Taskmaster3,Scenario: Taskmaster2P,Scenario: TaskmasterSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,109,Scenario,Zola,1,1,Zola I,,Scenario: Zola-,Scenario: Zola-,Scenario: Zola  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,110,Scenario,Zola,2,1,Zola II,,Scenario: Zola-,Scenario: Zola-,Scenario: Zola  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,111,Scenario,Zola,3,1,Zola III,,Scenario: Zola-,Scenario: Zola-,Scenario: Zola  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,112,Scenario,Zola,4,1,The Island of Dr. Zola (1),,Scenario: Zola-,Scenario: Zola0,Scenario: Zola Main Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,113,Scenario,Zola,5,1,The Mad Doctor (2),,Scenario: Zola-,Scenario: Zola1P,Scenario: Zola Main Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,114,Scenario,Zola,6-9,4,Ultimate Bio-Servant,,Scenario: Zola☆,Scenario: Zola-,Scenario: ZolaMinion,A:TRoRS,A:TRoRSScenario,A:TRoRS4
A:TRoRS,115,Scenario,Zola,10-12,3,Zola's Mutate,,Scenario: Zola☆,Scenario: Zola-,Scenario: ZolaMinion,A:TRoRS,A:TRoRSScenario,A:TRoRS3
A:TRoRS,116,Scenario,Zola,13-15,3,Berserk Mutate,,Scenario: Zola☆,Scenario: Zola-,Scenario: ZolaMinion,A:TRoRS,A:TRoRSScenario,A:TRoRS3
A:TRoRS,117,Scenario,Zola,16-18,3,Defensive Programming,,Scenario: Zola1,Scenario: Zola-,Scenario: ZolaAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS3
A:TRoRS,118,Scenario,Zola,19-20,2,Pain Inhibitors,,Scenario: Zola1,Scenario: Zola-,Scenario: ZolaAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,119,Scenario,Zola,21-22,2,Neurological Implants,,Scenario: Zola1,Scenario: Zola-,Scenario: ZolaAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,120,Scenario,Zola,23-25,3,Mind Ray,,Scenario: Zola2,Scenario: Zola-,Scenario: ZolaTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS3
A:TRoRS,121,Scenario,Zola,26-27,2,Technological Enhancements,,Scenario: Zola☆,Scenario: Zola-,Scenario: ZolaTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,122,Scenario,Zola,28,1,Hydra Prison,,Scenario: Zola0,Scenario: Zola1,Scenario: ZolaSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,123,Scenario,Zola,29-30,2,Test Subjects,,Scenario: Zola2,Scenario: Zola2P,Scenario: ZolaSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,124,Scenario,Zola,31,1,Zola's Experiments,,Scenario: Zola3,Scenario: Zola3P,Scenario: ZolaSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,125,Scenario,Red Skull,1,1,Red Skull I,,Scenario: Red Skull-,Scenario: Red Skull-,Scenario: Red Skull  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,126,Scenario,Red Skull,2,1,Red Skull II,,Scenario: Red Skull-,Scenario: Red Skull-,Scenario: Red Skull  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,127,Scenario,Red Skull,3,1,Red Skull III,,Scenario: Red Skull-,Scenario: Red Skull-,Scenario: Red Skull  Villain,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,128,Scenario,Red Skull,4,1,The Rise of Red Skull (1),,Scenario: Red Skull-,Scenario: Red Skull0,Scenario: Red Skull Main Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,129,Scenario,Red Skull,5,1,New World Hydra (2),,Scenario: Red Skull-,Scenario: Red Skull1P,Scenario: Red Skull Main Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,130,Scenario,Red Skull,6,1,The Sleeper,,Scenario: Red Skull1,Scenario: Red Skull-,Scenario: Red SkullMinion (S),A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,131,Scenario,Red Skull,7-9,3,Hydra Exo-Soldier,,Scenario: Red Skull☆,Scenario: Red Skull-,Scenario: Red SkullMinion,A:TRoRS,A:TRoRSScenario,A:TRoRS3
A:TRoRS,132,Scenario,Red Skull,10,1,Red Skull's Luger,,Scenario: Red Skull☆,Scenario: Red Skull-,Scenario: Red SkullAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,133,Scenario,Red Skull,11-12,2,Red Skull's Right Hook,,Scenario: Red Skull3,Scenario: Red Skull-,Scenario: Red SkullAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,134,Scenario,Red Skull,13-14,2,Master Strategist,,Scenario: Red Skull2,Scenario: Red Skull-,Scenario: Red SkullAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,135,Scenario,Red Skull,15-16,2,Twisted Reality,,Scenario: Red Skull2,Scenario: Red Skull-,Scenario: Red SkullAttachment,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,136,Scenario,Red Skull,17-18,2,Bitter Rival,,Scenario: Red Skull☆,Scenario: Red Skull-,Scenario: Red SkullTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,137,Scenario,Red Skull,19-20,2,Spreading Lies,,Scenario: Red Skull1☆,Scenario: Red Skull-,Scenario: Red SkullTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,138,Scenario,Red Skull,21-22,2,Infinite Power,,Scenario: Red Skull2,Scenario: Red Skull-,Scenario: Red SkullTreachery,A:TRoRS,A:TRoRSScenario,A:TRoRS2
A:TRoRS,139,Scenario,Red Skull,23,1,The Red House,,Scenario: Red Skull-,Scenario: Red Skull3P,Scenario: Red SkullSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,140,Scenario,Red Skull,24,1,The Sleeper Awakened,,Scenario: Red Skull-,Scenario: Red Skull-,Scenario: Red SkullSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,141,Scenario,Red Skull,25,1,Prison Camps,,Scenario: Red Skull-,Scenario: Red Skull3P,Scenario: Red SkullSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,142,Scenario,Red Skull,26,1,Censor the Past,,Scenario: Red Skull-,Scenario: Red Skull3P,Scenario: Red SkullSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,143,Scenario,Red Skull,27,1,Hydra Reinforcements,,Scenario: Red Skull-,Scenario: Red Skull2P,Scenario: Red SkullSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,144,Scenario,Red Skull,28,1,Mass Chaos,,Scenario: Red Skull-,Scenario: Red Skull0,Scenario: Red SkullSide-Scheme,A:TRoRS,A:TRoRSScenario,A:TRoRS1
A:TRoRS,145,Module,Hydra Assault,1-3,3,Hydra Flame-Soldier,,Module: Hydra Assault☆,Module: Hydra Assault-,Module: Hydra AssaultMinion,A:TRoRS,A:TRoRSModule,A:TRoRS3
A:TRoRS,146,Module,Hydra Assault,4-5,2,Hydra Jet-Trooper,,Module: Hydra Assault☆,Module: Hydra Assault-,Module: Hydra AssaultMinion,A:TRoRS,A:TRoRSModule,A:TRoRS2
A:TRoRS,147,Module,Hydra Assault,6,1,Hail Hydra!,.Sc,Module: Hydra Assault2,Module: Hydra Assault-,Module: Hydra AssaultTreachery,A:TRoRS.Sc,A:TRoRSModule,A:TRoRS1
A:TRoRS,148,Module,Weapon Master,1,1,Combat Knife,,Module: Weapon Master1,Module: Weapon Master-,Module: Weapon MasterAttachment,A:TRoRS,A:TRoRSModule,A:TRoRS1
A:TRoRS,149,Module,Weapon Master,2,1,Hydra Sidearm,,Module: Weapon Master2,Module: Weapon Master-,Module: Weapon MasterAttachment,A:TRoRS,A:TRoRSModule,A:TRoRS1
A:TRoRS,150,Module,Weapon Master,3-4,2,Weapon Master,,Module: Weapon Master1,Module: Weapon Master-,Module: Weapon MasterTreachery,A:TRoRS,A:TRoRSModule,A:TRoRS2
A:TRoRS,151,Module,Weapon Master,5,1,Concussion Grenade,,Module: Weapon Master1,Module: Weapon Master-,Module: Weapon MasterTreachery,A:TRoRS,A:TRoRSModule,A:TRoRS1
A:TRoRS,152,Module,Hydra Patrol,1-2,2,Hydra Regular,,Module: Hydra Patrol2,Module: Hydra Patrol-,Module: Hydra PatrolMinion,A:TRoRS,A:TRoRSModule,A:TRoRS2
A:TRoRS,153,Module,Hydra Patrol,3-5,3,Hydra Soldier,.Sc,Module: Hydra Patrol1,Module: Hydra Patrol-,Module: Hydra PatrolMinion,A:TRoRS.Sc,A:TRoRSModule,A:TRoRS3
A:TRoRS,154,Module,Hydra Patrol,6,1,Hydra Patrol,,Module: Hydra Patrol2,Module: Hydra Patrol2P,Module: Hydra PatrolSide-Scheme,A:TRoRS,A:TRoRSModule,A:TRoRS1
A:TRoRS,155,Campaign (H),Hydra,-,1,Adrenalin Stims,,Campaign (H): HydraWild,Campaign (H): Hydra0,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS1
A:TRoRS,156,Campaign (H),Hydra,-,1,Emergency Teleporter,,Campaign (H): HydraWild,Campaign (H): Hydra0,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS1
A:TRoRS,157,Campaign (H),Hydra,-,1,Laser Cannon,,Campaign (H): HydraWild,Campaign (H): Hydra0,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS1
A:TRoRS,158,Campaign (H),Hydra,-,1,Tactical Scanner,,Campaign (H): HydraWild,Campaign (H): Hydra0,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS1
A:TRoRS,159A,Campaign (H),Hydra,-,1,Basic Attack Upgrade,,Campaign (H): Hydra-,Campaign (H): Hydra-,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS1
A:TRoRS,159B,Campaign (H),Hydra,-,-,Improved Attack Upgrade,,Campaign (H): Hydra-,Campaign (H): Hydra-,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS-
A:TRoRS,160A,Campaign (H),Hydra,-,1,Basic Defense Upgrade,,Campaign (H): Hydra-,Campaign (H): Hydra-,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS1
A:TRoRS,160B,Campaign (H),Hydra,-,-,Improved Defense Upgrade,,Campaign (H): Hydra-,Campaign (H): Hydra-,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS-
A:TRoRS,161A,Campaign (H),Hydra,-,1,Basic Recovery Upgrade,,Campaign (H): Hydra-,Campaign (H): Hydra-,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS1
A:TRoRS,161B,Campaign (H),Hydra,-,-,Improved Recovery Upgrade,,Campaign (H): Hydra-,Campaign (H): Hydra-,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS-
A:TRoRS,162A,Campaign (H),Hydra,-,1,Basic Thwart Upgrade,,Campaign (H): Hydra-,Campaign (H): Hydra-,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS1
A:TRoRS,162B,Campaign (H),Hydra,-,-,Improved Thwart Upgrade,,Campaign (H): Hydra-,Campaign (H): Hydra-,Campaign (H): HydraUpgrade,A:TRoRS,A:TRoRSCampaign (H),A:TRoRS-
A:TRoRS,163,Campaign (V),Expert Hydra,1,4,Zola's Algorithm,,Campaign (V): Expert Hydra-,Campaign (V): Expert Hydra-,Campaign (V): Expert HydraObligation,A:TRoRS,A:TRoRSCampaign (V),A:TRoRS4
A:TRoRS,164,Campaign (V),Expert Hydra,2,4,Medical Emergency,,Campaign (V): Expert Hydra-,Campaign (V): Expert Hydra-,Campaign (V): Expert HydraObligation,A:TRoRS,A:TRoRSCampaign (V),A:TRoRS4
